Key,f,weightNO2,weightNH4,Denit from NO3- (nM/day),Station,Denit fromNO2- (nM/day),Nitrification (nM/day),cost,weightNO3,iteration,Hybrid2 (nM/day),Feature,Denit from NO2- (nM/day)
PS1Surface,0.4864985802487584,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4268603001418158,0.3333333333333333,15,0.000300055516956,Surface,0.0
PS1Surface,0.4805229919101959,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4309191318939998,0.3333333333333333,7,0.0003369704571161,Surface,0.0
PS1Surface,0.4860148466442319,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4282177232334757,0.3333333333333333,16,0.0003303251295123,Surface,0.0
PS1Surface,0.4866125175684516,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4272804231781408,0.3333333333333333,12,0.000326657834808,Surface,0.0
PS1Surface,0.4860604659985437,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281744939566836,0.3333333333333333,9,0.0003379334957807,Surface,0.0
PS1Surface,0.4807689783028113,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4308225477527811,0.3333333333333333,2,0.0003385248487163,Surface,0.0
PS1Surface,0.4853786284777681,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4286874810187872,0.3333333333333333,4,0.0003336782481898,Surface,0.0
PS1Surface,0.4860450577320804,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4282278946506946,0.3333333333333333,13,0.0003133356629814,Surface,0.0
PS1Surface,0.4860267732086534,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.42821496146158,0.3333333333333333,5,0.0003341798309013,Surface,0.0
PS1Surface,0.4851138196333626,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4288703677319024,0.3333333333333333,17,0.0003354932889178,Surface,0.0
PS1Surface,0.4863110752494315,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4279965817811024,0.3333333333333333,3,0.0003017635940966,Surface,0.0
PS1Surface,0.4804024469402231,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4309583973785196,0.3333333333333333,6,0.0003619794801491,Surface,0.0
PS1Surface,0.4865159582726195,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4275044599855753,0.3333333333333333,10,0.0003042616996054,Surface,0.0
PS1Surface,0.4865442333765328,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.427171946381061,0.3333333333333333,14,0.0003007652246892,Surface,0.0
PS1Surface,0.4865322881265586,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4276339982500773,0.3333333333333333,8,0.0003089519054496,Surface,0.0
PS1Surface,0.4854387532224817,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4286773194289434,0.3333333333333333,19,0.0003520282637345,Surface,0.0
PS1Surface,0.4858928256265051,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4283701166433492,0.3333333333333333,0,0.0003275745120539,Surface,0.0
PS1Surface,0.4850153836775306,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4289521784682923,0.3333333333333333,11,0.0003403602967825,Surface,0.0
PS1Surface,0.4864791355199972,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4269798005147691,0.3333333333333333,1,0.0002989086803958,Surface,0.0
PS1Surface,0.4859972066558925,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4282977675340085,0.3333333333333333,18,0.0003296542705203,Surface,0.0
PS1Surface,0.4866364508911228,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4274158662727473,0.3333333333333333,27,0.0003140711318552,Surface,0.0
PS1Surface,0.4866703548256026,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4271210087193768,0.3333333333333333,23,0.0003132402196112,Surface,0.0
PS1Surface,0.4863366718527213,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4267237543872804,0.3333333333333333,22,0.0003195491077798,Surface,0.0
PS1Surface,0.4860877573068137,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4265698533273774,0.3333333333333333,34,0.0002880483270326,Surface,0.0
PS1Surface,0.4841690128214095,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4293617809552323,0.3333333333333333,26,0.0003628242126821,Surface,0.0
PS1Surface,0.4866598585107985,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4271200139228812,0.3333333333333333,25,0.0003152361741116,Surface,0.0
PS1Surface,0.4860114279112409,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4264422036964633,0.3333333333333333,21,0.0003010072539955,Surface,0.0
PS1Surface,0.486610072113784,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4274163259792087,0.3333333333333333,32,0.0003086287788863,Surface,0.0
PS1Surface,0.4863555535528162,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4279273306324074,0.3333333333333333,29,0.0003222862943272,Surface,0.0
PS1Surface,0.4862629119830108,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4279603809669497,0.3333333333333333,20,0.000322823895898,Surface,0.0
PS1Surface,0.4865191436368717,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4272725315857984,0.3333333333333333,37,0.0003083402960974,Surface,0.0
PS1Surface,0.4858725111361097,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.426458468710622,0.3333333333333333,35,0.000285729769522,Surface,0.0
PS1Surface,0.4862818561273416,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4278589553922333,0.3333333333333333,36,0.000319551800599,Surface,0.0
PS1Surface,0.4864087614237969,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4278118905782646,0.3333333333333333,31,0.0003132477318001,Surface,0.0
PS1Surface,0.4866398741131658,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.427192091091214,0.3333333333333333,28,0.0003273555741722,Surface,0.0
PS1Surface,0.4734124461375172,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.433413425496064,0.3333333333333333,30,0.0003694783271565,Surface,0.0
PS1Surface,0.4843590267893601,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4293027534101119,0.3333333333333333,24,0.0003279327296892,Surface,0.0
PS1Surface,0.4860578414790616,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281641114248928,0.3333333333333333,33,0.0003273257933379,Surface,0.0
PS1Surface,0.4805040775142902,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4309428045036985,0.3333333333333333,38,0.0003508028490526,Surface,0.0
PS1Surface,0.4858496670977838,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4284058019451908,0.3333333333333333,39,0.0003203005634876,Surface,0.0
PS1Surface,0.4864970610568433,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4276660674062362,0.3333333333333333,40,0.0003065439286752,Surface,0.0
PS1Surface,0.4865953126957522,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4274878080608034,0.3333333333333333,44,0.0003071288878766,Surface,0.0
PS1Surface,0.4837058006584833,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4295882338530447,0.3333333333333333,47,0.0003299214236356,Surface,0.0
PS1Surface,0.4850396574867806,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4289177152950327,0.3333333333333333,46,0.000338489630183,Surface,0.0
PS1Surface,0.4866150267482821,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4272693174352132,0.3333333333333333,49,0.0003003906939031,Surface,0.0
PS1Surface,0.4864318962446402,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4268000315470113,0.3333333333333333,42,0.0003116452475737,Surface,0.0
PS1Surface,0.4866804564623355,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4272316417225557,0.3333333333333333,52,0.0003096758192965,Surface,0.0
PS1Surface,0.4857288827337835,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4284684931871401,0.3333333333333333,45,0.0003133324304535,Surface,0.0
PS1Surface,0.4861761625999525,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4265480459012962,0.3333333333333333,50,0.0003099706704571,Surface,0.0
PS1Surface,0.4860579926986338,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4282393034324769,0.3333333333333333,48,0.0003263211030837,Surface,0.0
PS1Surface,0.4834884774933085,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4297096768390772,0.3333333333333333,51,0.0003561705896743,Surface,0.0
PS1Surface,0.4851439005480082,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4288472289011805,0.3333333333333333,54,0.0003289727600144,Surface,0.0
PS1Surface,0.4851382736669987,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4288780935630066,0.3333333333333333,53,0.0003370269047808,Surface,0.0
PS1Surface,0.4861459793392471,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281729012956171,0.3333333333333333,56,0.0003126956164309,Surface,0.0
PS1Surface,0.4862236227888756,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281024599162306,0.3333333333333333,43,0.0003245473555752,Surface,0.0
PS1Surface,0.4865224693875605,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4274788583585369,0.3333333333333333,55,0.000331912029255,Surface,0.0
PS1Surface,0.4832780577402998,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4298019409653077,0.3333333333333333,58,0.0003476689127206,Surface,0.0
PS1Surface,0.4864739826369195,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4267695964928382,0.3333333333333333,41,0.000298247586422,Surface,0.0
PS1Surface,0.484089018556978,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.429390500737611,0.3333333333333333,59,0.0003289914811094,Surface,0.0
PS1Surface,0.4861536155036374,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4265065232295213,0.3333333333333333,57,0.0003004219758177,Surface,0.0
PS1Surface,0.4844770335601909,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4292253623525131,0.3333333333333333,61,0.0003238565705964,Surface,0.0
PS1Surface,0.4846265926038193,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4258766128017307,0.3333333333333333,66,0.0002871820079164,Surface,0.0
PS1Surface,0.4852077289525766,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4288305600596368,0.3333333333333333,60,0.0003413488321747,Surface,0.0
PS1Surface,0.4865437625820574,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4275590121217616,0.3333333333333333,63,0.0003159547349975,Surface,0.0
PS1Surface,0.48246952105125,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.430134766271977,0.3333333333333333,64,0.0003604889008418,Surface,0.0
PS1Surface,0.4862790744532876,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4280108945713107,0.3333333333333333,69,0.000323305957463,Surface,0.0
PS1Surface,0.4806400630252518,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4308917712176909,0.3333333333333333,65,0.0003488010098075,Surface,0.0
PS1Surface,0.4860801900146887,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281855754773878,0.3333333333333333,67,0.0003173604352658,Surface,0.0
PS1Surface,0.4865475115143746,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4276355059448875,0.3333333333333333,71,0.0003089869326412,Surface,0.0
PS1Surface,0.4866530213162997,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4274138404359801,0.3333333333333333,68,0.0003081524354724,Surface,0.0
PS1Surface,0.4775520271017066,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4320022892844556,0.3333333333333333,70,0.0003397195233902,Surface,0.0
PS1Surface,0.4811731544986676,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4306573269249328,0.3333333333333333,72,0.0003483420258943,Surface,0.0
PS1Surface,0.4862809185677904,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4267095977236172,0.3333333333333333,73,0.0002967346324217,Surface,0.0
PS1Surface,0.4851223957870997,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.428843015482526,0.3333333333333333,78,0.0003379066055975,Surface,0.0
PS1Surface,0.4861267381780938,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281466556531708,0.3333333333333333,76,0.0003214146903208,Surface,0.0
PS1Surface,0.4856105821605596,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4285433643022109,0.3333333333333333,75,0.0003252548606486,Surface,0.0
PS1Surface,0.4820996108273969,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4303385949489386,0.3333333333333333,74,0.0003418562687738,Surface,0.0
PS1Surface,0.4855169333250989,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4285929866462774,0.3333333333333333,62,0.0003287416434206,Surface,0.0
PS1Surface,0.4866182759869214,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4269669490171672,0.3333333333333333,79,0.0003166175135932,Surface,0.0
PS1Surface,0.4861089283061974,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281550948219473,0.3333333333333333,77,0.000326897568036,Surface,0.0
PS1Surface,0.4861195517283057,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4281494196842899,0.3333333333333333,80,0.000335019250462,Surface,0.0
PS1Surface,0.4835086211100633,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4296840267339574,0.3333333333333333,82,0.0003500059758135,Surface,0.0
PS1Surface,0.4830588141397679,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4298574396564938,0.3333333333333333,81,0.0003538049192637,Surface,0.0
PS1Surface,0.4866558934447535,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4271211906874683,0.3333333333333333,87,0.0003026857688975,Surface,0.0
PS1Surface,0.4787549581122738,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4315817404171971,0.3333333333333333,84,0.0003589862034504,Surface,0.0
PS1Surface,0.486621616749247,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4274229174735749,0.3333333333333333,83,0.0003327985592237,Surface,0.0
PS1Surface,0.4866296021493267,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4273516448349375,0.3333333333333333,86,0.0003132495962798,Surface,0.0
PS1Surface,0.4865131124857083,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4275381128988756,0.3333333333333333,88,0.0003177108295025,Surface,0.0
PS1Surface,0.4859910697228737,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4264628707546709,0.3333333333333333,89,0.0002966771899024,Surface,0.0
PS1Surface,0.4865546915549418,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4275019517482787,0.3333333333333333,85,0.0003323636456687,Surface,0.0
PS1Surface,0.4864857752146491,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4276509346604208,0.3333333333333333,91,0.0003244862637781,Surface,0.0
PS1Surface,0.4866054339110321,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4272576977591508,0.3333333333333333,95,0.0003082680146848,Surface,0.0
PS1Surface,0.4862705602924624,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.428050306440601,0.3333333333333333,94,0.0003274135843063,Surface,0.0
PS1Surface,0.4865817441914981,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4275195505791963,0.3333333333333333,90,0.0003141554300192,Surface,0.0
PS1Surface,0.4850911224424613,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.42888990348836,0.3333333333333333,97,0.0003112280972101,Surface,0.0
PS1Surface,0.4862060040545166,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4280995489781783,0.3333333333333333,93,0.0003190546528479,Surface,0.0
PS1Surface,0.4853275990809271,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4287558659231801,0.3333333333333333,92,0.000339587980459,Surface,0.0
PS1Surface,0.4778179958178539,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4318964130656071,0.3333333333333333,96,0.0003500873234606,Surface,0.0
PS1Surface,0.4788497874172948,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.4315282057166713,0.3333333333333333,98,0.0003762315231845,Surface,0.0
PS1Surface,0.4866925845762059,0.3333333333333333,0.3333333333333333,0.0,PS1,,0.0,0.42705039445333853,0.3333333333333333,99,0.0003137059818288807,Surface,0.0
