Key,Denit from NO3- (nM/day),Nitrification (nM/day),Denit fromNO2- (nM/day),f,iteration,cost,Hybrid2 (nM/day),Feature,weightNO2,weightNO3,Station,weightNH4,Denit from NO2- (nM/day)
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,16,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,12,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,2,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,8,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,1,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,4,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,0,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,15,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,9,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,3,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,14,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,13,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,6,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,7,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,19,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,10,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,11,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,5,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,18,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,17,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,20,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,25,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,32,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,22,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,24,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,27,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,31,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,26,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,28,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,29,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,30,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,34,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,33,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,23,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,36,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,21,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,37,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,35,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,38,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,39,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,40,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.790303256197171,44,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,41,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.6207133987260691,48,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,47,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,50,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,42,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,45,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,46,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,49,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,51,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,52,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,43,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,54,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,53,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,57,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,58,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,56,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,55,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,60,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,67,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.6207133987260691,66,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,62,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,63,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,64,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,65,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,68,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,69,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,73,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,70,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,71,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.6207133987260691,75,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,59,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,72,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,77,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,76,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,74,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,78,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,79,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,83,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,82,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,80,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,89,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,81,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,84,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,85,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,90,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,86,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,87,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,88,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,91,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.790303256197171,92,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,93,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,95,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,94,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,96,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,97,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.698551734726069,98,10.275046387521416,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
PS2Deep oxycline,0.0,0.0,,0.8497140194061525,99,10.275046387521417,0.0,Deep oxycline,0.3333333333333333,0.3333333333333333,PS2,0.3333333333333333,0.0
