Key,Hybrid2 (nM/day),weightNO3,weightNH4,Station,f,iteration,cost,Denit from NO3- (nM/day),weightNO2,Denit fromNO2- (nM/day),Nitrification (nM/day),Feature,Denit from NO2- (nM/day)
PS2PNM,0.0006489244559326,0.3333333333333333,0.3333333333333333,PS2,0.5385421141844043,14,5.304867944395699,0.0150755636855249,0.3333333333333333,,0.0003368955995978,PNM,0.0
PS2PNM,0.0006679947817133,0.3333333333333333,0.3333333333333333,PS2,0.537459165522428,9,5.304085163324212,0.0132229529546719,0.3333333333333333,,0.0004103281918974,PNM,0.0
PS2PNM,0.0006969427247566,0.3333333333333333,0.3333333333333333,PS2,0.5269623624153008,5,5.303497254638444,0.009359676552266,0.3333333333333333,,0.0003347442058384,PNM,0.0
PS2PNM,0.0006680883808829,0.3333333333333333,0.3333333333333333,PS2,0.5027487700444861,6,5.304702500522467,0.0130040270357533,0.3333333333333333,,0.0003326015613934,PNM,0.0
PS2PNM,0.0006278447499827,0.3333333333333333,0.3333333333333333,PS2,0.5795606481285714,19,5.30373464645887,0.0114419740060252,0.3333333333333333,,0.0003869555275223,PNM,0.0
PS2PNM,0.0006428465085351,0.3333333333333333,0.3333333333333333,PS2,0.5996880287339807,1,5.303371813961662,0.0108336789767742,0.3333333333333333,,0.0002867069501642,PNM,0.0
PS2PNM,0.0006731979536705,0.3333333333333333,0.3333333333333333,PS2,0.4540912958475319,13,5.303152850313555,0.0117231531995974,0.3333333333333333,,0.0002403013596124,PNM,0.0
PS2PNM,0.0006356625657744,0.3333333333333333,0.3333333333333333,PS2,0.5628648164092173,18,5.304912869288501,0.0130642551009511,0.3333333333333333,,0.0002902497691475,PNM,0.0
PS2PNM,0.000663782729877,0.3333333333333333,0.3333333333333333,PS2,0.5895996744273736,3,5.302613543926045,0.0130915434660887,0.3333333333333333,,0.0003646555116554,PNM,0.0
PS2PNM,0.0006848951136394,0.3333333333333333,0.3333333333333333,PS2,0.4480888712683325,11,5.302886740793164,0.0126522421011031,0.3333333333333333,,0.000225108932464,PNM,0.0
PS2PNM,0.0006005387748443,0.3333333333333333,0.3333333333333333,PS2,0.5879924836329776,8,5.30306706809696,0.0144156381815866,0.3333333333333333,,0.0003159763044317,PNM,0.0
PS2PNM,0.0006735956592095,0.3333333333333333,0.3333333333333333,PS2,0.4941533976930817,2,5.304416604195554,0.0146588171020123,0.3333333333333333,,0.0002374105800593,PNM,0.0
PS2PNM,0.0006474455075992,0.3333333333333333,0.3333333333333333,PS2,0.5895972350438017,7,5.30262442336193,0.0152040146152744,0.3333333333333333,,0.0003944579394117,PNM,0.0
PS2PNM,0.0006726653209248,0.3333333333333333,0.3333333333333333,PS2,0.4674234858907903,17,5.304612148031612,0.0135923795910556,0.3333333333333333,,0.0002521481768082,PNM,0.0
PS2PNM,0.0006577602398826,0.3333333333333333,0.3333333333333333,PS2,0.5500397298621611,15,5.304054793176987,0.0129763267496967,0.3333333333333333,,0.0003486494398926,PNM,0.0
PS2PNM,0.0007009213924957,0.3333333333333333,0.3333333333333333,PS2,0.4477051757496206,16,5.304164432585688,0.0128210184696755,0.3333333333333333,,0.000288362903297,PNM,0.0
PS2PNM,0.0006497331947351,0.3333333333333333,0.3333333333333333,PS2,0.5883444484238984,4,5.30449396688719,0.0121172892430952,0.3333333333333333,,0.0002901847095576,PNM,0.0
PS2PNM,0.0006810731836348,0.3333333333333333,0.3333333333333333,PS2,0.5056406836662815,12,5.303766522573806,0.0113792721771392,0.3333333333333333,,0.0003460917914035,PNM,0.0
PS2PNM,0.0007022113903886,0.3333333333333333,0.3333333333333333,PS2,0.4699367812473095,10,5.303533617330617,0.0141558443075217,0.3333333333333333,,0.0002877379640477,PNM,0.0
PS2PNM,0.0006798264820821,0.3333333333333333,0.3333333333333333,PS2,0.479448065383516,0,5.304022529770796,0.0107337436678008,0.3333333333333333,,0.0003009967809485,PNM,0.0
PS2PNM,0.0006637641444181,0.3333333333333333,0.3333333333333333,PS2,0.5125508826183525,27,5.304483602042578,0.0127933826875594,0.3333333333333333,,0.0002485292851995,PNM,0.0
PS2PNM,0.0006259982765585,0.3333333333333333,0.3333333333333333,PS2,0.60495411122282,20,5.3028935046850645,0.0107662432311382,0.3333333333333333,,0.000356227969694,PNM,0.0
PS2PNM,0.0006942752193279,0.3333333333333333,0.3333333333333333,PS2,0.4796842825753514,26,5.304748155261436,0.012477170080546,0.3333333333333333,,0.0003005240659196,PNM,0.0
PS2PNM,0.0006905119237708,0.3333333333333333,0.3333333333333333,PS2,0.5168059276060966,22,5.303313845066565,0.0110943672320431,0.3333333333333333,,0.0002609629140212,PNM,0.0
PS2PNM,0.000658053401372,0.3333333333333333,0.3333333333333333,PS2,0.5926988828646139,21,5.303361528040789,0.0092117868539687,0.3333333333333333,,0.0003128631884825,PNM,0.0
PS2PNM,0.0007025251988612,0.3333333333333333,0.3333333333333333,PS2,0.428660997750537,33,5.304625875825879,0.0121849199791379,0.3333333333333333,,0.0003381724461061,PNM,0.0
PS2PNM,0.0006691452635013,0.3333333333333333,0.3333333333333333,PS2,0.5588896772706431,25,5.304153244997108,0.0136327502177685,0.3333333333333333,,0.0004031509692586,PNM,0.0
PS2PNM,0.0006375864826858,0.3333333333333333,0.3333333333333333,PS2,0.529367089397293,34,5.303290492323718,0.0147851943371858,0.3333333333333333,,0.0003106129274009,PNM,0.0
PS2PNM,0.0006612883436312,0.3333333333333333,0.3333333333333333,PS2,0.6074002627648987,31,5.302703928652277,0.0121172432500554,0.3333333333333333,,0.0003556500742518,PNM,0.0
PS2PNM,0.0006895005104249,0.3333333333333333,0.3333333333333333,PS2,0.4116539101096377,23,5.3044794129228325,0.0117616341942605,0.3333333333333333,,0.0002638084190109,PNM,0.0
PS2PNM,0.0006865286786407,0.3333333333333333,0.3333333333333333,PS2,0.5375283743997725,28,5.304154262293008,0.0081095851331286,0.3333333333333333,,0.000288370294823,PNM,0.0
PS2PNM,0.0006623096488225,0.3333333333333333,0.3333333333333333,PS2,0.548440164034756,24,5.3033609656305,0.0126043262600612,0.3333333333333333,,0.0003270944429302,PNM,0.0
PS2PNM,0.000658624394248,0.3333333333333333,0.3333333333333333,PS2,0.440739330712557,30,5.303218525903173,0.0127125856237221,0.3333333333333333,,0.0002921373538593,PNM,0.0
PS2PNM,0.0006361760766037,0.3333333333333333,0.3333333333333333,PS2,0.5851046948217073,35,5.304878804633947,0.0136244750739512,0.3333333333333333,,0.0003097791632098,PNM,0.0
PS2PNM,0.0006335919657312,0.3333333333333333,0.3333333333333333,PS2,0.5556725903687162,37,5.30418834340052,0.0107829598322305,0.3333333333333333,,0.0002629101403682,PNM,0.0
PS2PNM,0.0007086133976409,0.3333333333333333,0.3333333333333333,PS2,0.4976052236544481,29,5.304338541141647,0.0104919240640936,0.3333333333333333,,0.000247236962014,PNM,0.0
PS2PNM,0.0006830227716722,0.3333333333333333,0.3333333333333333,PS2,0.5015907580036998,36,5.3028141990033,0.0112895358107163,0.3333333333333333,,0.0002715119727414,PNM,0.0
PS2PNM,0.000669681577934,0.3333333333333333,0.3333333333333333,PS2,0.6033081949501836,38,5.303737798874961,0.0096569192448382,0.3333333333333333,,0.000373592173076,PNM,0.0
PS2PNM,0.0006522761945734,0.3333333333333333,0.3333333333333333,PS2,0.609956288572166,42,5.303733536619181,0.0093119080142414,0.3333333333333333,,0.0004407015667226,PNM,0.0
PS2PNM,0.0007058432813515,0.3333333333333333,0.3333333333333333,PS2,0.5255851072788894,39,5.304131546760565,0.0105461427135598,0.3333333333333333,,0.0003989162105776,PNM,0.0
PS2PNM,0.0006430915483003,0.3333333333333333,0.3333333333333333,PS2,0.4797306646116523,40,5.303251599954758,0.0160346136596065,0.3333333333333333,,0.0003508447766593,PNM,0.0
PS2PNM,0.0006466479076574,0.3333333333333333,0.3333333333333333,PS2,0.5128217161664228,45,5.303974895969435,0.0139790006398067,0.3333333333333333,,0.0003302234019839,PNM,0.0
PS2PNM,0.0006657821855385,0.3333333333333333,0.3333333333333333,PS2,0.463011367109632,43,5.303978615712829,0.0120364539773286,0.3333333333333333,,0.0002383401674678,PNM,0.0
PS2PNM,0.000649301061075,0.3333333333333333,0.3333333333333333,PS2,0.6020726894879943,32,5.303185823298215,0.0106317538461132,0.3333333333333333,,0.0003426582635271,PNM,0.0
PS2PNM,0.0006524696973004,0.3333333333333333,0.3333333333333333,PS2,0.6088260487807942,53,5.302890227629577,0.014866324686261,0.3333333333333333,,0.0004411538263132,PNM,0.0
PS2PNM,0.0006997262353733,0.3333333333333333,0.3333333333333333,PS2,0.4962023920256871,41,5.303757855573487,0.0099528204165028,0.3333333333333333,,0.0003980324237738,PNM,0.0
PS2PNM,0.0006913877079131,0.3333333333333333,0.3333333333333333,PS2,0.3758670374148266,46,5.302161938757299,0.0148382093642544,0.3333333333333333,,0.0003046549099736,PNM,0.0
PS2PNM,0.0006751137691965,0.3333333333333333,0.3333333333333333,PS2,0.4851110499474605,55,5.3036262571570205,0.0148877189273546,0.3333333333333333,,0.0002814474010577,PNM,0.0
PS2PNM,0.0006655512192494,0.3333333333333333,0.3333333333333333,PS2,0.5739365234052447,47,5.30340927941057,0.0107305158437673,0.3333333333333333,,0.0003942823433326,PNM,0.0
PS2PNM,0.0007199651886398,0.3333333333333333,0.3333333333333333,PS2,0.4689243476600083,49,5.304690022964564,0.0117678043895525,0.3333333333333333,,0.0003389675904998,PNM,0.0
PS2PNM,0.0006588490065702,0.3333333333333333,0.3333333333333333,PS2,0.5842990106625505,44,5.30286844568251,0.013337195952042,0.3333333333333333,,0.0003017815198786,PNM,0.0
PS2PNM,0.0006887796743476,0.3333333333333333,0.3333333333333333,PS2,0.5886492961552106,54,5.304122786920424,0.0109887593975009,0.3333333333333333,,0.0003331302849904,PNM,0.0
PS2PNM,0.0006526991578524,0.3333333333333333,0.3333333333333333,PS2,0.5905659346320618,57,5.303150378966688,0.0104216535696459,0.3333333333333333,,0.0004410370938111,PNM,0.0
PS2PNM,0.0006105541529833,0.3333333333333333,0.3333333333333333,PS2,0.5402069820215382,64,5.304186749017308,0.0133297026806778,0.3333333333333333,,0.00036814211315,PNM,0.0
PS2PNM,0.0006299474395094,0.3333333333333333,0.3333333333333333,PS2,0.5779472518975448,52,5.303056839917598,0.0114044887129264,0.3333333333333333,,0.0003155621551713,PNM,0.0
PS2PNM,0.0006909106521479,0.3333333333333333,0.3333333333333333,PS2,0.4627793432165139,58,5.304165932451935,0.0104163719731231,0.3333333333333333,,0.0002582235811309,PNM,0.0
PS2PNM,0.0006923256985492,0.3333333333333333,0.3333333333333333,PS2,0.4780985375196804,48,5.304455609342726,0.011262625458467,0.3333333333333333,,0.0002581130382701,PNM,0.0
PS2PNM,0.0006492088152656,0.3333333333333333,0.3333333333333333,PS2,0.5692524420477861,50,5.304059610784552,0.0117845937933063,0.3333333333333333,,0.0003751975154825,PNM,0.0
PS2PNM,0.0006934129920212,0.3333333333333333,0.3333333333333333,PS2,0.5226307486634603,61,5.303877331441399,0.0109944469551123,0.3333333333333333,,0.0002549087287559,PNM,0.0
PS2PNM,0.0006154381107312,0.3333333333333333,0.3333333333333333,PS2,0.6045625203295023,60,5.303530501006829,0.0121665599078794,0.3333333333333333,,0.0003667258250961,PNM,0.0
PS2PNM,0.0006501141331262,0.3333333333333333,0.3333333333333333,PS2,0.557545456918322,70,5.303666497878431,0.0126211468170305,0.3333333333333333,,0.0003073053064928,PNM,0.0
PS2PNM,0.0006604718925415,0.3333333333333333,0.3333333333333333,PS2,0.5009237119478473,62,5.303493603122391,0.0122295743251559,0.3333333333333333,,0.0003208969315777,PNM,0.0
PS2PNM,0.0007015026918984,0.3333333333333333,0.3333333333333333,PS2,0.4201395909412447,65,5.303416763717481,0.0156043864604127,0.3333333333333333,,0.0003064512203693,PNM,0.0
PS2PNM,0.0006197806420006,0.3333333333333333,0.3333333333333333,PS2,0.5888712503431888,69,5.30312649268136,0.0159161985984512,0.3333333333333333,,0.0002578191030257,PNM,0.0
PS2PNM,0.0006716911912641,0.3333333333333333,0.3333333333333333,PS2,0.5601639461250567,67,5.303445285732027,0.0105451240533798,0.3333333333333333,,0.0003277630977126,PNM,0.0
PS2PNM,0.0006987625508198,0.3333333333333333,0.3333333333333333,PS2,0.4875510013913012,63,5.303744461875469,0.0104575369887785,0.3333333333333333,,0.0002372014194566,PNM,0.0
PS2PNM,0.0006326914406415,0.3333333333333333,0.3333333333333333,PS2,0.6217901156646721,51,5.303283360417728,0.0136151639050468,0.3333333333333333,,0.0003558486392965,PNM,0.0
PS2PNM,0.0007278614174479,0.3333333333333333,0.3333333333333333,PS2,0.3737974528560339,68,5.303866356663704,0.0151941968066473,0.3333333333333333,,0.0002779493591295,PNM,0.0
PS2PNM,0.0006907941777093,0.3333333333333333,0.3333333333333333,PS2,0.5553751997567178,59,5.30438272098861,0.0149424725911877,0.3333333333333333,,0.0004363847198554,PNM,0.0
PS2PNM,0.0006359993899269,0.3333333333333333,0.3333333333333333,PS2,0.5678103016370932,72,5.303226228733768,0.0150155278558605,0.3333333333333333,,0.0003691310993879,PNM,0.0
PS2PNM,0.0006309085476814,0.3333333333333333,0.3333333333333333,PS2,0.5136324228594957,75,5.304499995885967,0.0149001246983954,0.3333333333333333,,0.0002992565784374,PNM,0.0
PS2PNM,0.0006649585693097,0.3333333333333333,0.3333333333333333,PS2,0.6041793174035082,56,5.303449067798773,0.0100184240027458,0.3333333333333333,,0.0003780234310217,PNM,0.0
PS2PNM,0.0006567610162842,0.3333333333333333,0.3333333333333333,PS2,0.560495371983298,66,5.304243085800296,0.0098557427997577,0.3333333333333333,,0.0003033984635175,PNM,0.0
PS2PNM,0.0006627088885651,0.3333333333333333,0.3333333333333333,PS2,0.5004054678723692,76,5.3039052845847605,0.0121962160597272,0.3333333333333333,,0.0003025129761468,PNM,0.0
PS2PNM,0.0007234136081509,0.3333333333333333,0.3333333333333333,PS2,0.4802617041731646,77,5.303804513673201,0.0122541773654893,0.3333333333333333,,0.0002527243948395,PNM,0.0
PS2PNM,0.0006541570687256,0.3333333333333333,0.3333333333333333,PS2,0.5612173443543649,73,5.304511669095622,0.0148827394538419,0.3333333333333333,,0.0004134281151835,PNM,0.0
PS2PNM,0.0007019009266843,0.3333333333333333,0.3333333333333333,PS2,0.5040245888749229,74,5.303658158239861,0.011754417128736,0.3333333333333333,,0.0002988878684711,PNM,0.0
PS2PNM,0.000613200904151,0.3333333333333333,0.3333333333333333,PS2,0.5590767229292078,71,5.304318762274333,0.0158990645655233,0.3333333333333333,,0.0002673636578066,PNM,0.0
PS2PNM,0.0006854111993201,0.3333333333333333,0.3333333333333333,PS2,0.4570536310424622,84,5.304157106374252,0.0121452919828564,0.3333333333333333,,0.0002434589958308,PNM,0.0
PS2PNM,0.0006489871084448,0.3333333333333333,0.3333333333333333,PS2,0.5946763926812325,79,5.303573086689962,0.0104293111654298,0.3333333333333333,,0.0003354620121746,PNM,0.0
PS2PNM,0.0007855502591991,0.3333333333333333,0.3333333333333333,PS2,0.554159312384951,81,5.304924980747861,0.0093004864212385,0.3333333333333333,,0.0003586736556351,PNM,0.0
PS2PNM,0.0006835710882119,0.3333333333333333,0.3333333333333333,PS2,0.5097536708255739,86,5.302982145175017,0.0139048215113031,0.3333333333333333,,0.0002991590450375,PNM,0.0
PS2PNM,0.0007098040886281,0.3333333333333333,0.3333333333333333,PS2,0.3924006365584578,83,5.303097667848785,0.0095918054870383,0.3333333333333333,,0.0002389211495949,PNM,0.0
PS2PNM,0.000691284871308,0.3333333333333333,0.3333333333333333,PS2,0.5362789017772784,87,5.303198911205089,0.0128888673963957,0.3333333333333333,,0.0003116174889503,PNM,0.0
PS2PNM,0.0006593817298787,0.3333333333333333,0.3333333333333333,PS2,0.4686849916762139,90,5.304223210269583,0.012130286438094,0.3333333333333333,,0.0003037662514826,PNM,0.0
PS2PNM,0.0007086817543953,0.3333333333333333,0.3333333333333333,PS2,0.5063647142662089,85,5.302865438543289,0.0107823334177192,0.3333333333333333,,0.0002572295529317,PNM,0.0
PS2PNM,0.0006605883844849,0.3333333333333333,0.3333333333333333,PS2,0.598997660121672,88,5.302875923591724,0.0126668873661631,0.3333333333333333,,0.0004870968328491,PNM,0.0
PS2PNM,0.0006925773940473,0.3333333333333333,0.3333333333333333,PS2,0.5356423539183832,89,5.304280844378758,0.0104969222468854,0.3333333333333333,,0.0003370809860558,PNM,0.0
PS2PNM,0.0006727460890017,0.3333333333333333,0.3333333333333333,PS2,0.4686295581635191,95,5.3029261488938495,0.0117476748475287,0.3333333333333333,,0.0002277759202247,PNM,0.0
PS2PNM,0.0006269587315215,0.3333333333333333,0.3333333333333333,PS2,0.5434266632087676,96,5.303786525634783,0.0131434321374981,0.3333333333333333,,0.0003254319787161,PNM,0.0
PS2PNM,0.0007409802953932,0.3333333333333333,0.3333333333333333,PS2,0.3529383762699197,98,5.30290247727878,0.0099706846938846,0.3333333333333333,,0.0002271236528399,PNM,0.0
PS2PNM,0.0007172566105927,0.3333333333333333,0.3333333333333333,PS2,0.4419432614590414,94,5.302478247651049,0.010365851472917,0.3333333333333333,,0.0002809476757631,PNM,0.0
PS2PNM,0.00070596759804,0.3333333333333333,0.3333333333333333,PS2,0.4321014325071346,82,5.303387907812372,0.0098969660237815,0.3333333333333333,,0.000266861218129,PNM,0.0
PS2PNM,0.0006671367680118,0.3333333333333333,0.3333333333333333,PS2,0.5336051548884025,93,5.304326351026803,0.0158483626699354,0.3333333333333333,,0.0004025161515681,PNM,0.0
PS2PNM,0.0006909382931327,0.3333333333333333,0.3333333333333333,PS2,0.5957779195837212,99,5.303561096058584,0.0119270846736957,0.3333333333333333,,0.0003902094106338,PNM,0.0
PS2PNM,0.0007063012416622,0.3333333333333333,0.3333333333333333,PS2,0.4678743482392075,92,5.303817643058549,0.0112027878048568,0.3333333333333333,,0.000288175714258,PNM,0.0
PS2PNM,0.0006379818160888,0.3333333333333333,0.3333333333333333,PS2,0.5722388004865795,97,5.303106749218657,0.0106499279823361,0.3333333333333333,,0.0002792409954629,PNM,0.0
PS2PNM,0.0007337620760987,0.3333333333333333,0.3333333333333333,PS2,0.4625483878760232,91,5.303711798060011,0.0101705492836069,0.3333333333333333,,0.0003573814397244,PNM,0.0
PS2PNM,0.0007126991512260879,0.3333333333333333,0.3333333333333333,PS2,0.472617889493949,80,5.304671582556728,0.010031128039443648,0.3333333333333333,,0.00037120558827701574,PNM,0.0
