Key,cost,Hybrid2 (nM/day),Feature,f,weightNO3,Nitrification (nM/day),Denit from NO3- (nM/day),weightNO2,iteration,Denit fromNO2- (nM/day),Station,weightNH4,Denit from NO2- (nM/day)
PS2SNM,6.719813057571205,0.0091770852318405,SNM,0.4579793497759095,0.45,1.3195132652219075e-05,0.2959902783729313,0.1,19,,PS2,0.45,0.0794358470936153
PS2SNM,7.276720401779846,0.0075942807565216,SNM,0.4549579755460476,0.45,9.22668681017068e-05,0.4270226393689078,0.1,7,,PS2,0.45,0.0644200637471073
PS2SNM,6.967419943261293,0.0058042825126023,SNM,0.4364917153192198,0.45,4.580673818902748e-06,0.3166765363243867,0.1,17,,PS2,0.45,0.0823665217489116
PS2SNM,6.975113761696612,0.0065069581365016,SNM,0.4382004382071739,0.45,0.001903523822794,0.2973361198048039,0.1,18,,PS2,0.45,0.0670061048179307
PS2SNM,6.590520343662321,0.0050154504188248,SNM,0.450701172137466,0.45,0.0016096524399418,0.3216862794217932,0.1,3,,PS2,0.45,0.0868842760014129
PS2SNM,6.957322604601174,0.005664846865736,SNM,0.4443212334337699,0.45,0.0019164742752482,0.459903644375385,0.1,11,,PS2,0.45,0.0687770304209321
PS2SNM,6.6142370639733645,0.0049864009298622,SNM,0.4402002546670128,0.45,0.0016840914168866,0.2793490939287649,0.1,9,,PS2,0.45,0.0829523385225586
PS2SNM,7.194705947281994,0.0083009189153982,SNM,0.448854422738869,0.45,0.0025339614958948,0.3276831861221626,0.1,16,,PS2,0.45,0.0577755329396083
PS2SNM,6.867993255565898,0.0055286640027265,SNM,0.439663149582889,0.45,0.0017386344382905,0.3087582192969392,0.1,14,,PS2,0.45,0.071797935195185
PS2SNM,7.046434686206943,0.0061058132518952,SNM,0.4396151466979982,0.45,0.0024779381453315,0.2995843893171693,0.1,15,,PS2,0.45,0.0672019588389596
PS2SNM,7.291154806926217,0.0044525908977649,SNM,0.4334583765282231,0.45,0.0014399845373524,0.3301679956172146,0.1,6,,PS2,0.45,0.0654631250763828
PS2SNM,7.1696730221948135,0.0055532956071708,SNM,0.4510708781445832,0.45,0.0016992423604314,0.3279180154437012,0.1,2,,PS2,0.45,0.0633725061157699
PS2SNM,7.148884340170891,0.0052158599213289,SNM,0.4506304809848608,0.45,0.001804948042631,0.2847993884825697,0.1,0,,PS2,0.45,0.068663520621484
PS2SNM,6.562572199536395,0.0113550845971778,SNM,0.4510193122410992,0.45,0.0031054654608896,0.2888180717521673,0.1,5,,PS2,0.45,0.0775338015851121
PS2SNM,7.463710913500849,0.0048928383890073,SNM,0.4391738294598548,0.45,0.0020229289109769,0.2668048175325365,0.1,13,,PS2,0.45,0.0654829839166025
PS2SNM,6.9004710920002745,0.0105215796206327,SNM,0.4429202030422201,0.45,0.0025523206101879,0.4194937137431775,0.1,10,,PS2,0.45,0.0582420978323016
PS2SNM,7.0810644734437584,0.0053133546034519,SNM,0.4522930390558607,0.45,0.001435327548945,0.4071202675113068,0.1,12,,PS2,0.45,0.0717031146196235
PS2SNM,6.9747363813850605,0.0042952853735635,SNM,0.4401174920150719,0.45,0.0013826247562154,0.2878854285163767,0.1,4,,PS2,0.45,0.0745001738747705
PS2SNM,6.62098645489576,0.0090739919628829,SNM,0.4578242050959499,0.45,0.0023998085248916,0.2503136995313521,0.1,1,,PS2,0.45,0.0752743422408466
PS2SNM,7.055469072901133,0.0101268898144213,SNM,0.4568081280784497,0.45,0.002415702653945,0.32412242266729,0.1,8,,PS2,0.45,0.0622529134825359
PS2SNM,7.429790603421862,0.0048893569805262,SNM,0.4385613704847678,0.45,8.480843353225941e-05,0.2700016248998094,0.1,23,,PS2,0.45,0.0619968757438801
PS2SNM,7.480217695441727,0.0060425778939659,SNM,0.4407980451545896,0.45,0.0,0.4063350337384752,0.1,26,,PS2,0.45,0.0625053969943266
PS2SNM,7.073350551023888,0.0057485114974729,SNM,0.4528762546788817,0.45,0.001379501769777,0.3794504877225804,0.1,20,,PS2,0.45,0.0628735063398439
PS2SNM,7.190412719959216,0.0079968125437543,SNM,0.4585413257153615,0.45,0.0025005638199009,0.3576636566528611,0.1,22,,PS2,0.45,0.0657589755305961
PS2SNM,7.075605248205353,0.0046308170081811,SNM,0.4247578844886728,0.45,1.780018740344399e-06,0.4016262288774759,0.1,27,,PS2,0.45,0.0709984660712428
PS2SNM,7.318709355236725,0.0055135899650229,SNM,0.453614844155888,0.45,0.0018670399431605,0.3580730840440378,0.1,21,,PS2,0.45,0.0631174784507624
PS2SNM,7.470492202726245,0.0060028532058417,SNM,0.4447914296665827,0.45,0.0015935041609309,0.3101714331708768,0.1,25,,PS2,0.45,0.0549310749433558
PS2SNM,6.708358961682517,0.0044947699803661,SNM,0.417745366125385,0.45,0.0023283836786596,0.3213591838871593,0.1,32,,PS2,0.45,0.0839375826827849
PS2SNM,7.6039293735166815,0.0014415588445842,SNM,1.0,0.45,0.0014298609270147,0.4464531704548066,0.1,39,,PS2,0.45,0.0635006606228715
PS2SNM,7.331356429536725,0.005503955782719,SNM,0.4510848971522616,0.45,0.0013523735114267,0.2816825509916712,0.1,31,,PS2,0.45,0.0567188086737279
PS2SNM,7.269174736663317,0.0050175728863642,SNM,0.439971337913654,0.45,0.001384765168256,0.346250450455248,0.1,24,,PS2,0.45,0.0677035689410313
PS2SNM,7.161514718148634,0.0069217204350594,SNM,0.4498421190514484,0.45,0.0021713853046537,0.3459676527525837,0.1,28,,PS2,0.45,0.0679935536346931
PS2SNM,7.005032853365124,0.0061369849029443,SNM,0.4643704311467143,0.45,0.0017493068806911,0.3246086914726132,0.1,34,,PS2,0.45,0.0705857378233358
PS2SNM,6.805571209091977,0.0032792035739097,SNM,0.4231402221930735,0.45,0.0012557781045964,0.2743200345455014,0.1,35,,PS2,0.45,0.0781231450571806
PS2SNM,7.350780471826198,0.009930043709014,SNM,0.4601954839102121,0.45,0.0022058551981453,0.2733593425489795,0.1,37,,PS2,0.45,0.0516918463492907
PS2SNM,7.33126447383186,0.0078732388005423,SNM,0.4440098774998815,0.45,0.0022357681504821,0.3410206779894014,0.1,33,,PS2,0.45,0.0532482829848973
PS2SNM,7.242841380769056,0.0050335300272577,SNM,0.4184457267535382,0.45,7.592665465354684e-07,0.3211435331186713,0.1,45,,PS2,0.45,0.0705220840257571
PS2SNM,6.813560997434943,0.005804041535271,SNM,0.4452462972262817,0.45,0.0016794045623391,0.3319299705276569,0.1,29,,PS2,0.45,0.0735175417046726
PS2SNM,6.7741048775510215,0.0048503377778848,SNM,0.4362264924992446,0.45,0.0016343414563814,0.3076944499272004,0.1,38,,PS2,0.45,0.0840826197639772
PS2SNM,6.826625156678644,0.0049011240288666,SNM,0.4431514526973145,0.45,0.0015870250525499,0.3834072972390005,0.1,30,,PS2,0.45,0.0779484562524969
PS2SNM,6.62798991972829,0.009783571905541,SNM,0.4599498216117976,0.45,0.0027482965035106,0.218645720933639,0.1,36,,PS2,0.45,0.0766423586025006
PS2SNM,7.09179344898488,0.0093026826986456,SNM,0.4538858661573544,0.45,0.0019176205114488,0.262497385799382,0.1,42,,PS2,0.45,0.0603753651119625
PS2SNM,7.272322752228866,0.0067194448238139,SNM,0.4564101420792231,0.45,0.0020349833698717,0.3250752497841111,0.1,40,,PS2,0.45,0.0625524669941964
PS2SNM,7.097173275800273,0.0089546687607311,SNM,0.4527640510595329,0.45,0.0029000095643696,0.2671155432307647,0.1,43,,PS2,0.45,0.0589168187296713
PS2SNM,6.870050427908396,0.0052330463617974,SNM,0.4443380269516981,0.45,0.0016776561086744,0.3421052787318512,0.1,41,,PS2,0.45,0.0748663595026427
PS2SNM,6.942603551842177,0.0,SNM,8.951568273391056e-05,0.45,0.0016235503125028,0.4065098415739888,0.1,58,,PS2,0.45,0.0907268073139997
PS2SNM,6.888530033561537,0.0050472460477834,SNM,0.4452889194389877,0.45,0.0016626035764026,0.3296637692377511,0.1,46,,PS2,0.45,0.0840436768800745
PS2SNM,6.895657697167821,0.0078596476802598,SNM,0.4444987316071438,0.45,0.002009978266641,0.3064211656113683,0.1,47,,PS2,0.45,0.0608164086530617
PS2SNM,7.28508075651088,0.0052561372038776,SNM,0.4422219381557812,0.45,0.0013322498660292,0.3481367155565109,0.1,44,,PS2,0.45,0.0587293505711006
PS2SNM,7.046294664801092,0.0055537262065929,SNM,0.43236546941355,0.45,0.0020505884226608,0.3425395908982158,0.1,49,,PS2,0.45,0.0729090311391767
PS2SNM,6.918553897291682,0.0077093003783697,SNM,0.4547202391519203,0.45,0.0022472646678027,0.3081107789094137,0.1,52,,PS2,0.45,0.0686904739330418
PS2SNM,7.038309106002703,0.0044658849446918,SNM,0.4351802727845967,0.45,0.0012207206169835,0.3341351453655705,0.1,51,,PS2,0.45,0.0705989270454639
PS2SNM,7.091070156234043,0.0056129972923605,SNM,0.4484195230348328,0.45,0.0016679816339527,0.3888593091145678,0.1,53,,PS2,0.45,0.0709355375163965
PS2SNM,7.010994570778124,0.0051533381789622,SNM,0.4395823424765565,0.45,0.0015708114748324,0.3379986613554564,0.1,48,,PS2,0.45,0.0672629784300676
PS2SNM,7.210152194266049,0.0123775360406908,SNM,0.4568476009702479,0.45,0.0001614259786692,0.2380006355582855,0.1,64,,PS2,0.45,0.0658192619423788
PS2SNM,7.125927700599911,0.0073691649054557,SNM,0.4570138419092293,0.45,0.0020257840778346,0.3341926330675679,0.1,54,,PS2,0.45,0.0687639442169802
PS2SNM,6.720356070451063,0.0057364187594691,SNM,0.4431111246109461,0.45,0.0020328852902969,0.3132415352434503,0.1,50,,PS2,0.45,0.0833879927260328
PS2SNM,6.981476191714046,0.003212156930096,SNM,0.4273055273553764,0.45,0.0011941714132345,0.3506758351676657,0.1,57,,PS2,0.45,0.0797936600321557
PS2SNM,7.202497389778745,0.0092193758112,SNM,0.4583208095349911,0.45,0.0027966314965562,0.2803230169115876,0.1,55,,PS2,0.45,0.0657175651683298
PS2SNM,7.803214017534586,0.004203503961225,SNM,0.4231816252054651,0.45,0.0,0.4292516567607884,0.1,65,,PS2,0.45,0.0578886820383111
PS2SNM,7.1179950329138,0.0,SNM,0.0,0.45,0.0024015450850896,0.3985901395128896,0.1,67,,PS2,0.45,0.0838126935959077
PS2SNM,7.334794066961308,0.0056391577657388,SNM,0.4540655807109164,0.45,0.0,0.3262572949162733,0.1,68,,PS2,0.45,0.0674256856963031
PS2SNM,7.271504611969703,0.0052290198604424,SNM,0.4451577734445291,0.45,0.0015063238460999,0.2998383647553387,0.1,59,,PS2,0.45,0.0582312719529862
PS2SNM,7.361368072810361,0.003216491382409,SNM,0.4152839519585717,0.45,0.0012395416830167,0.4371991200016063,0.1,62,,PS2,0.45,0.0635817164151104
PS2SNM,6.938862154842843,0.01043935197841,SNM,0.4369568174877609,0.45,0.0030748662784712,0.3338373744062521,0.1,60,,PS2,0.45,0.0592935325478516
PS2SNM,6.68080708269432,0.0073600818125832,SNM,0.4409057749368184,0.45,0.002049632042995,0.3295305635049113,0.1,61,,PS2,0.45,0.0762899760965132
PS2SNM,7.222052322471262,0.0068256200034979,SNM,0.447347792079843,0.45,0.0001429254797379,0.308495060018067,0.1,74,,PS2,0.45,0.0612643621312505
PS2SNM,7.544990890418282,0.0046728195116759,SNM,0.4334932597490101,0.45,0.0015325971443947,0.3815571853340225,0.1,63,,PS2,0.45,0.0530840504640297
PS2SNM,7.017039931679533,0.0102288032244497,SNM,0.4415094746755135,0.45,0.0028531439759577,0.3307115667873829,0.1,56,,PS2,0.45,0.0627353299912111
PS2SNM,7.188342953542532,0.0070747619990995,SNM,0.4591447431822312,0.45,0.0001534225437999,0.2782182692742639,0.1,82,,PS2,0.45,0.0635134061934979
PS2SNM,7.036050338788167,0.0063082300353209,SNM,0.4354294180458375,0.45,0.001539255898381,0.3692518951481019,0.1,70,,PS2,0.45,0.064071143042079
PS2SNM,7.146508542158136,0.0111960339795016,SNM,0.4552749887645236,0.45,0.000132493395674,0.2864111157816298,0.1,80,,PS2,0.45,0.0585458478485677
PS2SNM,7.014309755032373,0.0068209972315764,SNM,0.4527102893171071,0.45,0.0016258966911536,0.2481353193735155,0.1,66,,PS2,0.45,0.068164257529393
PS2SNM,7.143557089581471,0.0072897790224714,SNM,0.4556819905891527,0.45,0.0024173073614247,0.3287221421489166,0.1,71,,PS2,0.45,0.0713198095794385
PS2SNM,6.790373467992103,0.0064746007982286,SNM,0.4543108183891877,0.45,0.002268587859515,0.2952979454801879,0.1,73,,PS2,0.45,0.0858749554854383
PS2SNM,7.13886132931187,0.0086989407540811,SNM,0.4568134628952187,0.45,0.0021453553377385,0.2439486219239854,0.1,79,,PS2,0.45,0.0605969400843654
PS2SNM,7.403830298239196,0.0057454935744987,SNM,0.4291708403398911,0.45,0.0019440988331145,0.3611330964161702,0.1,72,,PS2,0.45,0.0583075600717403
PS2SNM,7.058683553017547,0.0058130284613073,SNM,0.4379974001894104,0.45,0.0020598319016142,0.2537541440317924,0.1,75,,PS2,0.45,0.0692244332527778
PS2SNM,7.153733398246148,0.0063214589096034,SNM,0.4450868435694241,0.45,0.0019722257901178,0.3629062021157114,0.1,78,,PS2,0.45,0.0673985859994975
PS2SNM,7.441797331006786,0.0038186189552463,SNM,0.4397028978471784,0.45,0.0011595184038926,0.2822900727138812,0.1,69,,PS2,0.45,0.0621113938905117
PS2SNM,7.050097206404697,0.0051818846550091,SNM,0.4380977763830837,0.45,0.0014997771908438,0.2378493477834384,0.1,76,,PS2,0.45,0.0686401371441894
PS2SNM,6.927619519911053,0.0043697827878481,SNM,0.4168158559018883,0.45,0.0017726495170686,0.2935152410293162,0.1,77,,PS2,0.45,0.0694523400072344
PS2SNM,7.171896075582832,0.0072475702546221,SNM,0.4579059265114039,0.45,0.0015243023951962,0.2573890296853209,0.1,83,,PS2,0.45,0.0574938347892229
PS2SNM,6.787304476184552,0.0099887938603807,SNM,0.461866094895447,0.45,0.0021485536603923,0.3065547128355561,0.1,84,,PS2,0.45,0.0659113577279552
PS2SNM,7.206296906561048,0.0051437089732466,SNM,0.4278635447732352,0.45,0.0018550155858984,0.3052612144842976,0.1,85,,PS2,0.45,0.0573104340031264
PS2SNM,7.130460422794032,0.0061385648811991,SNM,0.4493691080374091,0.45,8.569512957937627e-05,0.2514391454011103,0.1,99,,PS2,0.45,0.0672646240925535
PS2SNM,7.663597860640821,0.0051366774833422,SNM,0.4321262565346948,0.45,0.0001637536059041,0.3032850686351438,0.1,96,,PS2,0.45,0.0621498516297977
PS2SNM,6.965858432743438,0.0034791431231653,SNM,0.4204524442314237,0.45,0.0013448916607587,0.2934893629412441,0.1,88,,PS2,0.45,0.0735991507547961
PS2SNM,7.314978658481739,0.00639890079484,SNM,0.4482975771462251,0.45,0.0001140211109982,0.2366671448066052,0.1,97,,PS2,0.45,0.0705368730050933
PS2SNM,7.131883678799921,0.0110424865408429,SNM,0.4557984298673131,0.45,0.0028339594293771,0.2920379587202389,0.1,87,,PS2,0.45,0.0574556360978602
PS2SNM,7.209821376797477,0.0042487805505194,SNM,0.4276059137517713,0.45,0.0019784135190341,0.2571847798761947,0.1,81,,PS2,0.45,0.0696328260273006
PS2SNM,7.270143096973706,0.0049968143131241,SNM,0.4475304141569102,0.45,0.0016149681186264,0.3211367815677932,0.1,86,,PS2,0.45,0.061980361130248
PS2SNM,6.862918499695896,0.0054750242748274,SNM,0.4376743350956266,0.45,0.0017759394233841,0.3395629131546753,0.1,90,,PS2,0.45,0.0705523370593257
PS2SNM,7.484539061191732,0.0039991791966515,SNM,0.414403072429424,0.45,0.0013173889632182,0.3835966802532153,0.1,91,,PS2,0.45,0.0563315771976799
PS2SNM,6.834424528287975,0.0072416720446135,SNM,0.4504889549028849,0.45,0.0022022098432448,0.3396485093671517,0.1,93,,PS2,0.45,0.0665246541716792
PS2SNM,6.674594307332898,0.0058422820950186,SNM,0.442048042385723,0.45,0.0025829190225979,0.2504351434262018,0.1,92,,PS2,0.45,0.0870761287127979
PS2SNM,6.894202262330939,0.0075756816961944,SNM,0.4452122973883416,0.45,0.0017373324763619,0.3099319061743437,0.1,94,,PS2,0.45,0.0656836140980737
PS2SNM,7.197215867038719,0.0070656889519013,SNM,0.428949002580327,0.45,0.0018193408979386,0.2906017058324104,0.1,95,,PS2,0.45,0.0601732851413991
PS2SNM,7.256882161035714,0.0059635239827552,SNM,0.4200792853772123,0.45,0.0021333534303859,0.3810620438473264,0.1,98,,PS2,0.45,0.0624317592118745
PS2SNM,7.116654809892424,0.007191161071637732,SNM,0.43140288746935485,0.45,0.0014806280594040911,0.2912525581345235,0.1,89,,PS2,0.45,0.05642846483091094
