Key,Denit fromNO2- (nM/day),f,cost,Station,Denit from NO3- (nM/day),Nitrification (nM/day),weightNO3,weightNH4,iteration,Hybrid2 (nM/day),weightNO2,Feature,Denit from NO2- (nM/day)
PS3Deep ODZ core,,0.4103707062508147,2.499585964199144,PS3,0.0359144980966062,1.0180485825913611e-05,0.3333333333333333,0.3333333333333333,2,0.0300278647152973,0.3333333333333333,Deep ODZ core,0.0127735864486915
PS3Deep ODZ core,,0.4104099237775387,2.528205129381462,PS3,0.0338753638103739,2.458585281726384e-05,0.3333333333333333,0.3333333333333333,6,0.0290555487279996,0.3333333333333333,Deep ODZ core,0.0126265705180061
PS3Deep ODZ core,,0.408424546653979,3.158521289027991,PS3,0.0411544316392098,4.372192966561284e-05,0.3333333333333333,0.3333333333333333,4,0.0330756403099905,0.3333333333333333,Deep ODZ core,0.0133130663679985
PS3Deep ODZ core,,0.4104603286195135,2.714911323404412,PS3,0.0299082721226168,2.8530726549868733e-05,0.3333333333333333,0.3333333333333333,13,0.0299948406565573,0.3333333333333333,Deep ODZ core,0.0127513958576395
PS3Deep ODZ core,,0.4074000356157281,3.47346518457168,PS3,0.0343002484123483,3.854259520258413e-06,0.3333333333333333,0.3333333333333333,16,0.0344005155079797,0.3333333333333333,Deep ODZ core,0.014146731036057
PS3Deep ODZ core,,0.4103278644655257,3.091199371294183,PS3,0.0351005805092962,1.4142587701723402e-05,0.3333333333333333,0.3333333333333333,1,0.03206866339955,0.3333333333333333,Deep ODZ core,0.0124460354288969
PS3Deep ODZ core,,0.4086251468517545,2.715778233006068,PS3,0.0339861885158974,1.6828699381468844e-06,0.3333333333333333,0.3333333333333333,8,0.0323605745050718,0.3333333333333333,Deep ODZ core,0.0132674346833562
PS3Deep ODZ core,,0.4093992632025977,2.842488123523487,PS3,0.0370709371723591,1.1786427802487652e-05,0.3333333333333333,0.3333333333333333,7,0.0313551651395813,0.3333333333333333,Deep ODZ core,0.0127048999118775
PS3Deep ODZ core,,0.4095852389989578,2.8680849819112733,PS3,0.0299268073622092,1.338670117862803e-05,0.3333333333333333,0.3333333333333333,0,0.0333197566603649,0.3333333333333333,Deep ODZ core,0.0132292738951821
PS3Deep ODZ core,,0.4090727498719855,3.012629908254842,PS3,0.037766286452335,2.487616702262154e-06,0.3333333333333333,0.3333333333333333,5,0.0319517158834549,0.3333333333333333,Deep ODZ core,0.0126004792234375
PS3Deep ODZ core,,0.4089251131160401,2.655318180856969,PS3,0.0387996106099842,2.0270120326441404e-05,0.3333333333333333,0.3333333333333333,12,0.0302534543067982,0.3333333333333333,Deep ODZ core,0.0134410066353381
PS3Deep ODZ core,,0.4085547442750373,3.0270093858922547,PS3,0.0310873803847077,5.550796526441454e-07,0.3333333333333333,0.3333333333333333,19,0.0332298907982178,0.3333333333333333,Deep ODZ core,0.0134730341459006
PS3Deep ODZ core,,0.4094351158651291,2.6714269782612874,PS3,0.0436838473173407,1.817973149408004e-05,0.3333333333333333,0.3333333333333333,9,0.0305282323942486,0.3333333333333333,Deep ODZ core,0.0128411377153204
PS3Deep ODZ core,,0.407822802633941,3.627718972375476,PS3,0.0463831119038181,1.1352934253088595e-05,0.3333333333333333,0.3333333333333333,17,0.0361582619824195,0.3333333333333333,Deep ODZ core,0.0138697893136665
PS3Deep ODZ core,,0.4083281519731447,3.1154708251781256,PS3,0.0288403491885617,4.9422525301089975e-05,0.3333333333333333,0.3333333333333333,15,0.0332637490007172,0.3333333333333333,Deep ODZ core,0.0138227643498152
PS3Deep ODZ core,,0.4068850354213643,3.6123689038199687,PS3,0.0389776917659824,1.819836875905876e-05,0.3333333333333333,0.3333333333333333,10,0.036796508253645,0.3333333333333333,Deep ODZ core,0.0146491628998447
PS3Deep ODZ core,,0.4088275915727911,2.843145881235867,PS3,0.0310519077404009,0.0,0.3333333333333333,0.3333333333333333,11,0.0327988110007992,0.3333333333333333,Deep ODZ core,0.0137592779045051
PS3Deep ODZ core,,0.4077743608542262,3.366508738569105,PS3,0.0378724904359115,1.142260043716546e-05,0.3333333333333333,0.3333333333333333,3,0.0370094897707701,0.3333333333333333,Deep ODZ core,0.0137616345558465
PS3Deep ODZ core,,0.4093804837611678,2.9125798745971965,PS3,0.0388885998593545,1.0090350573562816e-05,0.3333333333333333,0.3333333333333333,14,0.0320548123236737,0.3333333333333333,Deep ODZ core,0.0138214190040973
PS3Deep ODZ core,,0.4066768282304758,3.8744707240116703,PS3,0.0353221644269661,0.0001353439989277,0.3333333333333333,0.3333333333333333,18,0.0364857511549979,0.3333333333333333,Deep ODZ core,0.0144579413761528
PS3Deep ODZ core,,0.4103818412988314,2.486135397110618,PS3,0.0343303862847659,1.3827695325636366e-05,0.3333333333333333,0.3333333333333333,23,0.0323092726938503,0.3333333333333333,Deep ODZ core,0.0130704059771406
PS3Deep ODZ core,,0.4106238904575,3.0156520747228712,PS3,0.0481882580290696,3.016674828971409e-05,0.3333333333333333,0.3333333333333333,24,0.0307300158006192,0.3333333333333333,Deep ODZ core,0.012820873764446
PS3Deep ODZ core,,0.4094299460784976,2.474431966298426,PS3,0.0413756756308026,1.624774010678334e-05,0.3333333333333333,0.3333333333333333,21,0.032837496653532,0.3333333333333333,Deep ODZ core,0.0135650243362781
PS3Deep ODZ core,,0.4093724644922274,3.0331948183630986,PS3,0.0274664181498808,1.4095866970292831e-05,0.3333333333333333,0.3333333333333333,20,0.0326627997904462,0.3333333333333333,Deep ODZ core,0.0128366698576762
PS3Deep ODZ core,,0.4092594198354231,3.0637884023637056,PS3,0.0354706447335803,1.4640023644598012e-05,0.3333333333333333,0.3333333333333333,28,0.032253610047991,0.3333333333333333,Deep ODZ core,0.0130452865444728
PS3Deep ODZ core,,0.4114150499091364,2.578741202298605,PS3,0.0414158685701762,2.5647541887826068e-05,0.3333333333333333,0.3333333333333333,29,0.029471068367867,0.3333333333333333,Deep ODZ core,0.0123775885880828
PS3Deep ODZ core,,0.4066149561233643,3.4210754501350853,PS3,0.0367138112284088,3.142352868874786e-07,0.3333333333333333,0.3333333333333333,25,0.0335381601975349,0.3333333333333333,Deep ODZ core,0.0140089997450494
PS3Deep ODZ core,,0.4087744942449851,2.973005483108605,PS3,0.0336147588601214,1.449593840623837e-05,0.3333333333333333,0.3333333333333333,22,0.0319816827066061,0.3333333333333333,Deep ODZ core,0.0134342408327539
PS3Deep ODZ core,,0.4083432669044311,3.3202317663250334,PS3,0.0366645863855753,8.259559037822297e-06,0.3333333333333333,0.3333333333333333,37,0.0340025735855559,0.3333333333333333,Deep ODZ core,0.0130363648363054
PS3Deep ODZ core,,0.4096603667454263,2.9527509844384547,PS3,0.0335122292383583,0.0,0.3333333333333333,0.3333333333333333,27,0.0323006334865332,0.3333333333333333,Deep ODZ core,0.0127732613938269
PS3Deep ODZ core,,0.407725451822263,3.4548417873629576,PS3,0.037338525258227,3.3904635873096567e-06,0.3333333333333333,0.3333333333333333,26,0.0347081496372507,0.3333333333333333,Deep ODZ core,0.0136895987660928
PS3Deep ODZ core,,0.4102893513990798,2.7773236870623075,PS3,0.0324848434643528,1.376543519832276e-05,0.3333333333333333,0.3333333333333333,32,0.0328114152758566,0.3333333333333333,Deep ODZ core,0.0133111486922829
PS3Deep ODZ core,,0.4071891772292157,3.3519189821964908,PS3,0.044606476054282,2.6690744778485344e-06,0.3333333333333333,0.3333333333333333,30,0.0329902566949418,0.3333333333333333,Deep ODZ core,0.0139616383473017
PS3Deep ODZ core,,0.4073662126774442,3.511511317588371,PS3,0.0476066764157623,1.0274419185297823e-05,0.3333333333333333,0.3333333333333333,33,0.0353014588480855,0.3333333333333333,Deep ODZ core,0.0137485318396158
PS3Deep ODZ core,,0.4060856301809835,3.6233530456347993,PS3,0.0444483772172448,3.447620363600314e-06,0.3333333333333333,0.3333333333333333,35,0.0360932758198394,0.3333333333333333,Deep ODZ core,0.0143672303975558
PS3Deep ODZ core,,0.4088352165161286,2.884356879021657,PS3,0.0340874009842307,4.86307861993228e-05,0.3333333333333333,0.3333333333333333,34,0.0348896548371719,0.3333333333333333,Deep ODZ core,0.0134206002454569
PS3Deep ODZ core,,0.4079167105572802,3.3262971855074355,PS3,0.0410786434850026,1.8767457116552376e-05,0.3333333333333333,0.3333333333333333,38,0.0342958087587849,0.3333333333333333,Deep ODZ core,0.0129703484394426
PS3Deep ODZ core,,0.4096999499820558,3.115809192779808,PS3,0.0499607855772722,2.4937489743256947e-05,0.3333333333333333,0.3333333333333333,39,0.0316162868863629,0.3333333333333333,Deep ODZ core,0.0128697615300772
PS3Deep ODZ core,,0.4104441966548054,2.966216421586364,PS3,0.0338744580413827,9.449970344108605e-09,0.3333333333333333,0.3333333333333333,31,0.031766063792963,0.3333333333333333,Deep ODZ core,0.012768758719621
PS3Deep ODZ core,,0.4087350255447316,3.19330954187006,PS3,0.0309303268888069,1.0932873254604466e-08,0.3333333333333333,0.3333333333333333,36,0.0363710079221031,0.3333333333333333,Deep ODZ core,0.0137437436142677
PS3Deep ODZ core,,0.409272299237427,2.9253460903891058,PS3,0.0341046242980791,2.5918781232943427e-05,0.3333333333333333,0.3333333333333333,40,0.0345957071684757,0.3333333333333333,Deep ODZ core,0.0140658586803976
PS3Deep ODZ core,,0.4065636943634176,3.9378344691656215,PS3,0.0343666113935441,1.2853642012482369e-05,0.3333333333333333,0.3333333333333333,44,0.0358236178628558,0.3333333333333333,Deep ODZ core,0.0134524355306838
PS3Deep ODZ core,,0.4100954418287772,2.789730804360368,PS3,0.029215008753104,1.6827215666195524e-05,0.3333333333333333,0.3333333333333333,48,0.0329488356367312,0.3333333333333333,Deep ODZ core,0.0131112893955352
PS3Deep ODZ core,,0.4093667710234165,2.9503996731221904,PS3,0.043270681751188,9.269680614614392e-06,0.3333333333333333,0.3333333333333333,46,0.0331763122778801,0.3333333333333333,Deep ODZ core,0.013079813623123
PS3Deep ODZ core,,0.412457238156303,2.1499208996786296,PS3,0.0393077490835476,2.1304751563108742e-05,0.3333333333333333,0.3333333333333333,45,0.0294716567032164,0.3333333333333333,Deep ODZ core,0.0125431959856149
PS3Deep ODZ core,,0.407488017444281,3.1348994774716235,PS3,0.0388740257157108,2.261774656854995e-06,0.3333333333333333,0.3333333333333333,41,0.0344866192902313,0.3333333333333333,Deep ODZ core,0.0140241030496385
PS3Deep ODZ core,,0.409083099549444,2.8896992227431664,PS3,0.0275380638868706,2.94698024957208e-05,0.3333333333333333,0.3333333333333333,43,0.0332871268404053,0.3333333333333333,Deep ODZ core,0.013159365764398
PS3Deep ODZ core,,0.4095241525364191,2.4714938273409404,PS3,0.0405465564538189,1.6485345813159452e-05,0.3333333333333333,0.3333333333333333,54,0.0325063755523524,0.3333333333333333,Deep ODZ core,0.0131997050567754
PS3Deep ODZ core,,0.406904209673319,3.305846883581317,PS3,0.0462986650082447,1.1407431133866666e-05,0.3333333333333333,0.3333333333333333,42,0.035812211937765,0.3333333333333333,Deep ODZ core,0.0141004906437089
PS3Deep ODZ core,,0.4111627001497003,2.317620430397186,PS3,0.037171499141296,0.0,0.3333333333333333,0.3333333333333333,47,0.0296384117460948,0.3333333333333333,Deep ODZ core,0.0124726672438018
PS3Deep ODZ core,,0.4099066167726919,2.614408347777292,PS3,0.0435924115211671,2.360206339998095e-05,0.3333333333333333,0.3333333333333333,56,0.0318435056680872,0.3333333333333333,Deep ODZ core,0.0131162369622698
PS3Deep ODZ core,,0.4088929929955132,2.846177435733613,PS3,0.0314729906591202,2.836274213952457e-05,0.3333333333333333,0.3333333333333333,50,0.0340602215803961,0.3333333333333333,Deep ODZ core,0.01448850570762
PS3Deep ODZ core,,0.4091243722070544,2.902542071742441,PS3,0.0347421736161311,2.072530739489236e-05,0.3333333333333333,0.3333333333333333,51,0.033097603604857,0.3333333333333333,Deep ODZ core,0.0131000155297396
PS3Deep ODZ core,,0.4093490818902497,3.049038117539987,PS3,0.0406893143557164,3.738559866595584e-06,0.3333333333333333,0.3333333333333333,55,0.032475255845066,0.3333333333333333,Deep ODZ core,0.0129077611098153
PS3Deep ODZ core,,0.4077238612718459,3.544533919867435,PS3,0.0379721242256465,1.5793868573645955e-06,0.3333333333333333,0.3333333333333333,49,0.034172845293772,0.3333333333333333,Deep ODZ core,0.0138831756963505
PS3Deep ODZ core,,0.406727345339738,3.248076543623484,PS3,0.0358973007422049,1.538908372619025e-07,0.3333333333333333,0.3333333333333333,53,0.0344937440991943,0.3333333333333333,Deep ODZ core,0.0140790702389225
PS3Deep ODZ core,,0.4112525836851702,2.57523901744833,PS3,0.0507137695770475,4.970014397020896e-05,0.3333333333333333,0.3333333333333333,57,0.0334594199755104,0.3333333333333333,Deep ODZ core,0.012408327444656
PS3Deep ODZ core,,0.4070293450865146,3.623430869699352,PS3,0.0359815853645492,4.700575136316205e-07,0.3333333333333333,0.3333333333333333,52,0.0354941842535383,0.3333333333333333,Deep ODZ core,0.0147680489630739
PS3Deep ODZ core,,0.4086586189227986,3.459831863097354,PS3,0.0371503307942048,2.1057939896441582e-05,0.3333333333333333,0.3333333333333333,58,0.0324682921428828,0.3333333333333333,Deep ODZ core,0.0132673081750061
PS3Deep ODZ core,,0.4111471529628556,2.551541829184191,PS3,0.0292772787369906,1.7478124077982414e-05,0.3333333333333333,0.3333333333333333,61,0.0314296300220017,0.3333333333333333,Deep ODZ core,0.0126975102947507
PS3Deep ODZ core,,0.4071945663626669,3.669495125531101,PS3,0.0307832820090336,2.01757274581304e-05,0.3333333333333333,0.3333333333333333,60,0.0332410277923942,0.3333333333333333,Deep ODZ core,0.0135017981637072
PS3Deep ODZ core,,0.4090935711466539,3.17709056077041,PS3,0.038871374974173,1.855659180138825e-05,0.3333333333333333,0.3333333333333333,65,0.0320983440749037,0.3333333333333333,Deep ODZ core,0.0127833429233898
PS3Deep ODZ core,,0.406381638592414,3.880596098290991,PS3,0.039927783760308,6.006406507197024e-07,0.3333333333333333,0.3333333333333333,63,0.0363949116200627,0.3333333333333333,Deep ODZ core,0.0146270473797711
PS3Deep ODZ core,,0.4071138934777263,3.848156407523446,PS3,0.0343214555088944,1.5715859481015575e-06,0.3333333333333333,0.3333333333333333,59,0.0354864965095047,0.3333333333333333,Deep ODZ core,0.013471402457087
PS3Deep ODZ core,,0.41021337929269,2.927391755140152,PS3,0.0445745666468912,7.914832452310217e-06,0.3333333333333333,0.3333333333333333,62,0.0313978840532695,0.3333333333333333,Deep ODZ core,0.0132158440206427
PS3Deep ODZ core,,0.4086714877184612,3.0958568388089707,PS3,0.0439994546454285,4.794559451722698e-07,0.3333333333333333,0.3333333333333333,64,0.0322303657287278,0.3333333333333333,Deep ODZ core,0.0136001508679345
PS3Deep ODZ core,,0.4093527756183392,2.5280642385194447,PS3,0.037126329127317,1.3344518722611785e-05,0.3333333333333333,0.3333333333333333,71,0.0304255701504187,0.3333333333333333,Deep ODZ core,0.0132925480858234
PS3Deep ODZ core,,0.4108639501326403,2.6426524000397977,PS3,0.0534854016525969,2.321152115070272e-05,0.3333333333333333,0.3333333333333333,75,0.0310140762744973,0.3333333333333333,Deep ODZ core,0.0132593337799523
PS3Deep ODZ core,,0.4088338278482019,3.117971939448932,PS3,0.0352228246318536,4.8880017927455145e-06,0.3333333333333333,0.3333333333333333,69,0.0350637940792164,0.3333333333333333,Deep ODZ core,0.0131625087979646
PS3Deep ODZ core,,0.4050568336495368,4.009321929881388,PS3,0.0474942346122094,4.271283596657969e-05,0.3333333333333333,0.3333333333333333,66,0.0385223525126729,0.3333333333333333,Deep ODZ core,0.014875569456356
PS3Deep ODZ core,,0.4091485598390385,2.5169667851698323,PS3,0.042127029530919,4.802321484469754e-06,0.3333333333333333,0.3333333333333333,67,0.0324034951196891,0.3333333333333333,Deep ODZ core,0.013742084296316
PS3Deep ODZ core,,0.4099001506976636,2.9551630582103856,PS3,0.029896344694759,2.375991561831794e-05,0.3333333333333333,0.3333333333333333,81,0.0313741886267309,0.3333333333333333,Deep ODZ core,0.0126775690220322
PS3Deep ODZ core,,0.4103808097674705,2.4336431643456,PS3,0.0351656644342389,6.5484208430206254e-06,0.3333333333333333,0.3333333333333333,73,0.0312208828898982,0.3333333333333333,Deep ODZ core,0.0129742835727997
PS3Deep ODZ core,,0.4100690574818401,3.128443395803594,PS3,0.0362304733121388,2.259752296072688e-06,0.3333333333333333,0.3333333333333333,70,0.0334337134753702,0.3333333333333333,Deep ODZ core,0.0127757116383276
PS3Deep ODZ core,,0.4080780698091695,3.0477264034462963,PS3,0.0332519984561858,3.0504522292662625e-05,0.3333333333333333,0.3333333333333333,72,0.034500736756723,0.3333333333333333,Deep ODZ core,0.0134876861870412
PS3Deep ODZ core,,0.4095356544001842,2.504385108334949,PS3,0.040993949275707,1.6515698799370583e-05,0.3333333333333333,0.3333333333333333,74,0.0326866464598965,0.3333333333333333,Deep ODZ core,0.0133035447085579
PS3Deep ODZ core,,0.4095674862305271,3.1930060080042177,PS3,0.0359078966623298,2.128414241133149e-05,0.3333333333333333,0.3333333333333333,77,0.0324724671985548,0.3333333333333333,Deep ODZ core,0.0128102012420379
PS3Deep ODZ core,,0.4084554256385549,2.639043459674731,PS3,0.0371657288673848,2.0283063872334094e-05,0.3333333333333333,0.3333333333333333,80,0.0320342055558552,0.3333333333333333,Deep ODZ core,0.0136168506964622
PS3Deep ODZ core,,0.410251951345826,2.653168733956288,PS3,0.0399525389535955,1.4760345654974674e-05,0.3333333333333333,0.3333333333333333,78,0.0311348117688021,0.3333333333333333,Deep ODZ core,0.0130039962202048
PS3Deep ODZ core,,0.4065992713484024,3.8135690485428553,PS3,0.0408339798933772,1.3390070785239112e-05,0.3333333333333333,0.3333333333333333,76,0.0382315980123916,0.3333333333333333,Deep ODZ core,0.0138773006529256
PS3Deep ODZ core,,0.4080982748548428,3.5960389783752253,PS3,0.0382930934480799,9.129490640668486e-06,0.3333333333333333,0.3333333333333333,79,0.0342890657012127,0.3333333333333333,Deep ODZ core,0.0135634573392985
PS3Deep ODZ core,,0.4106478130967143,2.7428151840288946,PS3,0.0355425349624944,2.5412981861331392e-05,0.3333333333333333,0.3333333333333333,83,0.0320879155672038,0.3333333333333333,Deep ODZ core,0.0129879723586362
PS3Deep ODZ core,,0.4089630260745159,3.2861339927804867,PS3,0.0423051674570458,4.529999603823483e-06,0.3333333333333333,0.3333333333333333,85,0.0341974813686267,0.3333333333333333,Deep ODZ core,0.01307876459911
PS3Deep ODZ core,,0.4068380571742924,2.9457037969476976,PS3,0.039065997457652,2.401126458098028e-06,0.3333333333333333,0.3333333333333333,82,0.0328217333515882,0.3333333333333333,Deep ODZ core,0.013975951741317
PS3Deep ODZ core,,0.4094754520969278,2.845574940033312,PS3,0.0411078142026074,1.307204685986904e-05,0.3333333333333333,0.3333333333333333,88,0.0308832717080145,0.3333333333333333,Deep ODZ core,0.0130824527226349
PS3Deep ODZ core,,0.4082350965995512,3.5229436456331054,PS3,0.0345675309504729,6.1777587876422255e-06,0.3333333333333333,0.3333333333333333,86,0.0355095386639239,0.3333333333333333,Deep ODZ core,0.0136930708728967
PS3Deep ODZ core,,0.4078236362071762,3.352845847161525,PS3,0.0385763749150635,4.326185903858241e-06,0.3333333333333333,0.3333333333333333,68,0.035747928880362,0.3333333333333333,Deep ODZ core,0.0141876688181808
PS3Deep ODZ core,,0.4101161678971342,3.0461456245678,PS3,0.0443877439358032,1.5359509277023354e-05,0.3333333333333333,0.3333333333333333,96,0.0317179539899912,0.3333333333333333,Deep ODZ core,0.0127188182430636
PS3Deep ODZ core,,0.4100398308688122,2.501742240930866,PS3,0.0323373861546394,2.9754171858042063e-05,0.3333333333333333,0.3333333333333333,94,0.0317101242179076,0.3333333333333333,Deep ODZ core,0.0129896842627366
PS3Deep ODZ core,,0.4088915117366599,2.795205627846587,PS3,0.0350220569039242,1.9545092169251188e-05,0.3333333333333333,0.3333333333333333,93,0.0324143179660207,0.3333333333333333,Deep ODZ core,0.0137747165072991
PS3Deep ODZ core,,0.4092971024703214,3.5273575604038543,PS3,0.034506075400079,1.5065216202775968e-08,0.3333333333333333,0.3333333333333333,84,0.0356113146499944,0.3333333333333333,Deep ODZ core,0.0128867175710762
PS3Deep ODZ core,,0.4082883973108403,2.8913189712336207,PS3,0.04703098174107,2.341156009821409e-06,0.3333333333333333,0.3333333333333333,87,0.0330488487528893,0.3333333333333333,Deep ODZ core,0.0138606928953491
PS3Deep ODZ core,,0.4082702083945377,3.3511282131569486,PS3,0.0341027977656602,6.830739919974547e-07,0.3333333333333333,0.3333333333333333,91,0.0335806762470862,0.3333333333333333,Deep ODZ core,0.0136485200252616
PS3Deep ODZ core,,0.4094697681304458,2.7981602599109223,PS3,0.0332505705071339,0.0,0.3333333333333333,0.3333333333333333,92,0.0320014651921225,0.3333333333333333,Deep ODZ core,0.0137386302083913
PS3Deep ODZ core,,0.4088347478305804,3.295030361303197,PS3,0.0557589339318983,1.7245755166704348e-05,0.3333333333333333,0.3333333333333333,99,0.0327347720731582,0.3333333333333333,Deep ODZ core,0.0131374293004188
PS3Deep ODZ core,,0.4080491830128991,2.932253657571515,PS3,0.0270558398236531,3.4295146642270067e-06,0.3333333333333333,0.3333333333333333,98,0.0319286334131889,0.3333333333333333,Deep ODZ core,0.0136446941440897
PS3Deep ODZ core,,0.4088737928838492,3.08147497275195,PS3,0.0322461856260596,4.468708983743565e-06,0.3333333333333333,0.3333333333333333,97,0.0343003375121581,0.3333333333333333,Deep ODZ core,0.0133756941656388
PS3Deep ODZ core,,0.4068893154138199,3.588827827637034,PS3,0.0332814017193341,6.73051658355265e-05,0.3333333333333333,0.3333333333333333,89,0.0365462605330739,0.3333333333333333,Deep ODZ core,0.014219702482307
PS3Deep ODZ core,,0.4082913734025101,3.239909899746192,PS3,0.0290436669476334,1.950118561710361e-06,0.3333333333333333,0.3333333333333333,90,0.0353208136331805,0.3333333333333333,Deep ODZ core,0.0139328269553493
PS3Deep ODZ core,,0.4060119262947291,3.3634418651092752,PS3,0.03188778993000157,0.000284388171309117,0.3333333333333333,0.3333333333333333,95,0.03621012434875811,0.3333333333333333,Deep ODZ core,0.014602971311180095
